title,genres,keywords,cast,crew,budget,revenue,popularity,vote_average,vote_count,overview,main_genre,profit,roi,tags
Trance,"['Thriller', 'Crime', 'Drama', 'Mystery']","['amnesia', 'art thief', 'hypnotism', 'heist movie', 'duringcreditsstinger']","['James McAvoy', 'Vincent Cassel', 'Rosario Dawson']",['Danny Boyle'],20000000,24261569,38.802415,6.5,956,"A fine art auctioneer mixed up with a gang, joins forces with a hypnotherapist to recover a lost painting. As boundaries between desire, reality and hypnotic suggestion begin to blur, the stakes rise faster than anyone could have anticipated.",Thriller,4261569,0.21307845,Thriller Crime Drama Mystery amnesia art thief hypnotism heist movie duringcreditsstinger James McAvoy Vincent Cassel Rosario Dawson Danny Boyle
Soul Plane,"['Romance', 'Comedy']","['black people', 'hip-hop', 'nightclub', 'airplane', 'chaos', 'champagne']","['Tom Arnold', 'Kevin Hart', 'Method Man']",['Jessy Terrero'],16000000,14822346,9.400404,4.7,108,"Following a ridiculously awful flight that leads to his pet's death, Nashawn Wade files a lawsuit against the airline, and wins a multimillion-dollar settlement. Determined to create a better flying experience, Nashawn starts his own airline, one that caters to an African-American clientele. Going into business with a tricked-out plane piloted by the smooth Capt. Mack, the airline hits a snag when it has to deal with the family of Elvis Hunkee.",Romance,-1177654,-0.073603375,Romance Comedy black people hip-hop nightclub airplane chaos champagne Tom Arnold Kevin Hart Method Man Jessy Terrero
Welcome to the Sticks,['Comedy'],"['clock tower', 'jealousy', 'cheating', 'provence', 'lie', 'southern france', 'postman', 'flush', ""mama's boy"", 'bias', 'local speciality', 'job transfer', 'northern france', 'disabled', 'dialect']","['Kad Merad', 'Dany Boon', 'Zoé Félix']",['Dany Boon'],11000000,53191886,18.923181,6.8,615,"Although living a comfortable life in Salon-de-Provence, a charming town in the South of France, Julie has been feeling depressed for a while. To please her, Philippe Abrams, a post office administrator, her husband, tries to obtain a transfer to a seaside town, on the French Riviera, at any cost. The trouble is that he is caught red-handed while trying to scam an inspector. Philippe is immediately banished to the distant unheard of town of Bergues, in the Far North of France...",Comedy,42191886,3.835626,Comedy clock tower jealousy cheating provence lie southern france postman flush mama's boy bias local speciality job transfer northern france disabled dialect Kad Merad Dany Boon Zoé Félix Dany Boon
Enter the Void,"['Fantasy', 'Drama']","['prostitute', 'hallucination', 'strip club', 'afterlife', 'surrealism', 'drug trip', 'unsimulated sex', 'incest', 'drug deal', 'psychedelic', 'dmt', 'new french extremism', 'drugs']","['Nathaniel Brown', 'Paz de la Huerta', 'Cyril Roy']",['Gaspar Noé'],13000000,754249,20.39955,7.2,387,"This psychedelic tour of life after death is seen entirely from the point of view of Oscar (Nathaniel Brown), a young American drug dealer and addict living in Tokyo with his prostitute sister, Linda (Paz de la Huerta). When Oscar is killed by police during a bust gone bad, his spirit journeys from the past -- where he sees his parents before their deaths -- to the present -- where he witnesses his own autopsy -- and then to the future, where he looks out for his sister from beyond the grave.",Fantasy,-12245751,-0.9419808461538461,Fantasy Drama prostitute hallucination strip club afterlife surrealism drug trip unsimulated sex incest drug deal psychedelic dmt new french extremism drugs Nathaniel Brown Paz de la Huerta Cyril Roy Gaspar Noé
Hachi: A Dog's Tale,"['Drama', 'Family']","['japanese', 'loyalty', 'human animal relationship', 'friendship', 'friends', 'family relationships', 'dog', 'newspaper reporter', 'family dog', 'waiting']","['Richard Gere', 'Joan Allen', 'Jason Alexander']",['Lasse Hallström'],16000000,47801389,43.217089,7.7,1717,A drama based on the true story of a college professor's bond with the abandoned dog he takes into his home.,Drama,31801389,1.9875868125,Drama Family japanese loyalty human animal relationship friendship friends family relationships dog newspaper reporter family dog waiting Richard Gere Joan Allen Jason Alexander Lasse Hallström
The Homesman,"['Western', 'Drama']","['dancing', 'based on novel', 'revenge', 'native american', 'violence', 'wild west', 'driven insane', 'abusive marriage', 'refused services', 'prison wagon', 'lost in the desert', 'buffalo skin']","['Hilary Swank', 'Tommy Lee Jones', 'Grace Gummer']",['Tommy Lee Jones'],16000000,3442853,20.59148,6.4,258,"When three women living on the edge of the American frontier are driven mad by harsh pioneer life, the task of saving them falls to the pious, independent-minded Mary Bee Cuddy. Transporting the women by covered wagon to Iowa, she soon realizes just how daunting the journey will be, and employs a low-life drifter, George Briggs, to join her. The unlikely pair and the three women head east, where a waiting minister and his wife have offered to take the women in. But the group first must traverse the harsh Nebraska Territories marked by stark beauty, psychological peril and constant threat.",Western,-12557147,-0.7848216875,Western Drama dancing based on novel revenge native american violence wild west driven insane abusive marriage refused services prison wagon lost in the desert buffalo skin Hilary Swank Tommy Lee Jones Grace Gummer Tommy Lee Jones
Slow Burn,"['Mystery', 'Crime', 'Drama', 'Thriller']",[],"['Ray Liotta', 'LL Cool J', 'Mekhi Phifer']",['Wayne Beach'],15500000,1237615,6.630856,5.5,16,"A district attorney (Ray Liotta) is involved in a 24-hour showdown with a gang leader (LL Cool J) and is, at the same time, being manipulated by an attractive assistant district attorney (Jolene Blalock) and a cryptic stranger.",Mystery,-14262385,-0.9201538709677419,Mystery Crime Drama Thriller Ray Liotta LL Cool J Mekhi Phifer Wayne Beach
Beverly Hills Cop,"['Action', 'Comedy', 'Crime']","['california', 'showdown', 'undercover', 'strip club', 'investigation', 'weapon', 'police', 'smuggling', 'swimming pool', 'gunfight', 'mansion', 'los angeles', 'foot chase', 'art gallery', 'car chase', 'warehouse', 'beverly hills', 'buddy comedy', 'country club', 'maverick cop', 'detroit michigan', 'damsel in distress', 'bar fight']","['Eddie Murphy', 'Judge Reinhold', 'John Ashton']",['Martin Brest'],15000000,316360478,29.843818,6.8,961,"Tough-talking Detroit cop Axel Foley heads to the rarified world of Beverly Hills in his beat-up Chevy Nova to investigate a friend's murder. But soon, he realizes he's stumbled onto something much more complicated. Bungling rookie detective Billy Rosewood joins the fish-out-of-water Axel and shows him the West Los Angeles ropes.",Action,301360478,20.090698533333335,Action Comedy Crime california showdown undercover strip club investigation weapon police smuggling swimming pool gunfight mansion los angeles foot chase art gallery car chase warehouse beverly hills buddy comedy country club maverick cop detroit michigan damsel in distress bar fight Eddie Murphy Judge Reinhold John Ashton Martin Brest
Home Alone,"['Comedy', 'Family']","['holiday', 'burglar', 'home invasion', 'mischief', 'booby trap', 'home alone', 'suburban chicago', 'mischievous child', 'christmas', 'child']","['Macaulay Culkin', 'Joe Pesci', 'Daniel Stern']",['Chris Columbus'],18000000,476684675,2.186927,7.1,2414,"Eight-year-old Kevin McCallister makes the most of the situation after his family unwittingly leaves him behind when they go on Christmas vacation. But when a pair of bungling burglars set their sights on Kevin's house, the plucky kid stands ready to defend his territory. By planting booby traps galore, adorably mischievous Kevin stands his ground as his frantic mother attempts to race home before.",Comedy,458684675,25.482481944444444,Comedy Family holiday burglar home invasion mischief booby trap home alone suburban chicago mischievous child christmas child Macaulay Culkin Joe Pesci Daniel Stern Chris Columbus
Tootsie,"['Comedy', 'Romance']","['infidelity', 'love', 'friends', 'cross dressing', 'reputation', 'unemployed actor', 'serenade', 'hit in the crotch', 'apology', 'live television', 'actress', 'actor']","['Dustin Hoffman', 'Jessica Lange', 'Teri Garr']",['Sydney Pollack'],21000000,177200000,20.818567,6.9,421,"Michael Dorsey is an unemployed actor with an impossible reputation. In order to find work and fund his friend's play he dresses as a woman, Dorothy Michaels, and lands the part in a daytime drama. Dorsey loses himself in this woman role and essentially becomes Dorothy Michaels, captivating women all around the city and inspiring them to break free from the control of men and become more like Dorsey's initial identity. This newfound role, however, lands Dorsey in a hot spot between a female friend/'lover,' a female co-star he falls in love with, that co-star's father who falls in love with him, and a male co-star who yearns for his affection.",Comedy,156200000,7.438095238095238,Comedy Romance infidelity love friends cross dressing reputation unemployed actor serenade hit in the crotch apology live television actress actor Dustin Hoffman Jessica Lange Teri Garr Sydney Pollack
Top Gun,"['Action', 'Romance', 'War']","['lovesickness', 'loss of lover', 'fighter pilot', 'self-discovery', 'pilot', 'ejection seat', 'dying and death', 'officer', 'training camp', 'air force', 'airplane', 'dangerous', 'battle assignment', 'u.s. navy', 'hostility', 'secret love', 'cowardliness', 'pilot school']","['Tom Cruise', 'Kelly McGillis', 'Val Kilmer']",['Tony Scott'],15000000,356830601,58.900647,6.7,1698,"For Lieutenant Pete 'Maverick' Mitchell and his friend and Co-Pilot Nick 'Goose' Bradshaw being accepted into an elite training school for fighter pilots is a dream come true.  A tragedy, as well as personal demons, threaten Pete's dreams of becoming an Ace pilot.",Action,341830601,22.788706733333335,Action Romance War lovesickness loss of lover fighter pilot self-discovery pilot ejection seat dying and death officer training camp air force airplane dangerous battle assignment u.s. navy hostility secret love cowardliness pilot school Tom Cruise Kelly McGillis Val Kilmer Tony Scott
"Crouching Tiger, Hidden Dragon","['Adventure', 'Drama', 'Action', 'Romance']","['flying', 'martial arts', 'taskmaster', 'comb', 'tiger', 'desert thief', 'theft', 'female martial artist']","['Chow Yun-fat', 'Michelle Yeoh', 'Zhang Ziyi']",['Ang Lee'],17000000,213525736,45.742254,7.2,927,"Two warriors in pursuit of a stolen sword and a notorious fugitive are led to an impetuous, physically-skilled, teenage nobleman's daughter, who is at a crossroads in her life.",Adventure,196525736,11.560337411764706,Adventure Drama Action Romance flying martial arts taskmaster comb tiger desert thief theft female martial artist Chow Yun-fat Michelle Yeoh Zhang Ziyi Ang Lee
American Beauty,['Drama'],"['male nudity', 'female nudity', 'adultery', 'midlife crisis', 'coming out', 'first time', 'camcorder', 'virgin', 'nudity', 'film maker', 'estate agent', 'satire', 'loneliness', 'dark comedy', 'suburbia', 'coming of age', 'marijuana', 'exercise', 'parent child relationship', 'bittersweet', 'affair']","['Kevin Spacey', 'Annette Bening', 'Thora Birch']",['Sam Mendes'],15000000,356296601,80.878605,7.9,3313,"Lester Burnham, a depressed suburban father in a mid-life crisis, decides to turn his hectic life around after developing an infatuation with his daughter's attractive friend.",Drama,341296601,22.753106733333333,Drama male nudity female nudity adultery midlife crisis coming out first time camcorder virgin nudity film maker estate agent satire loneliness dark comedy suburbia coming of age marijuana exercise parent child relationship bittersweet affair Kevin Spacey Annette Bening Thora Birch Sam Mendes
The King's Speech,"['Drama', 'History']","['great britain', 'radio', 'monarchy', 'radio transmission', 'royal family', 'speech', 'marriage', 'royalty', 'death of father']","['Colin Firth', 'Geoffrey Rush', 'Helena Bonham Carter']",['Tom Hooper'],15000000,414211549,54.053576,7.6,2752,"The King's Speech tells the story of the man who became King George VI, the father of Queen Elizabeth II. After his brother abdicates, George ('Bertie') reluctantly assumes the throne. Plagued by a dreaded stutter and considered unfit to be king, Bertie engages the help of an unorthodox speech therapist named Lionel Logue. Through a set of unexpected techniques, and as a result of an unlikely friendship, Bertie is able to find his voice and boldly lead the country into war.",Drama,399211549,26.614103266666667,Drama History great britain radio monarchy radio transmission royal family speech marriage royalty death of father Colin Firth Geoffrey Rush Helena Bonham Carter Tom Hooper
